,is_canceled,lead_time,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,booking_changes,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,adr,required_car_parking_spaces,Country,Region,Population,Area(sq.mi.),Pop.Density(persq.mi.),Coastline(coast/arearatio),Netmigration,Infantmortality(per1000births),GDP($percapita),Literacy(%),Phones(per1000),Arable(%),Crops(%),Other(%),Climate,Birthrate,Deathrate,Agriculture,Industry,Service
64,0.0,80.0,0.0,0.0,0.0,0.16666666666666666,1.0,3.5,2.0,0.3333333333333333,0.0,105.78500000000001,0.16666666666666666,Jamaica,LATINAMER.&CARIB,2758124,10991,250.9,9.3,-4.92,12.36,3900.0,87.9,124.0,16.07,10.16,73.77,2.0,20.82,6.52,0.049,0.337,0.615
65,1.0,123.875,0.0,0.0,0.0,0.25,1.125,2.375,2.125,0.25,0.0,139.25125,0.0,Jersey,WESTERNEUROPE,91084,116,785.2,60.34,2.76,5.24,24800.0,82.0,811.3,0.0,0.0,100.0,3.0,9.3,9.28,0.05,0.02,0.93
66,0.14285714285714285,82.0952380952381,0.0,0.0,0.0,0.5714285714285714,1.0952380952380953,1.9523809523809523,1.5238095238095237,0.3333333333333333,0.0,98.77619047619048,0.0,Jordan,NEAREAST,5906760,92300,64.0,0.03,6.59,17.35,4300.0,91.3,104.5,2.67,1.83,95.5,1.0,21.25,2.65,0.033,0.287,0.68
67,0.14213197969543148,55.09137055837564,0.015228426395939087,0.0,0.02030456852791878,0.18781725888324874,0.7208121827411168,2.197969543147208,1.736040609137056,0.17766497461928935,0.01015228426395939,121.24035532994922,0.030456852791878174,Japan,ASIA(EX.NEAREAST),127463611,377835,337.4,7.87,0.0,3.26,28200.0,99.0,461.2,12.19,0.96,86.85,3.0,9.37,9.16,0.017,0.258,0.725
68,0.2631578947368421,60.578947368421055,0.0,0.0,0.0,0.15789473684210525,1.1578947368421053,2.263157894736842,1.5789473684210527,0.21052631578947367,0.0,143.4921052631579,0.0,Kazakhstan,C.W.OFIND.STATES,15233244,2717300,5.6,0.0,-3.35,29.21,6300.0,98.4,164.1,7.98,0.05,91.97,4.0,16.0,9.42,0.067,0.386,0.547
69,0.3333333333333333,64.0,0.0,0.0,0.0,0.3333333333333333,1.0,2.8333333333333335,2.0,0.5,0.0,134.1966666666667,0.0,Kenya,SUB-SAHARANAFRICA,34707817,582650,59.6,0.09,-0.1,61.47,1000.0,85.1,8.1,8.08,0.98,90.94,1.5,39.72,14.02,0.163,0.188,0.651
70,1.0,30.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0,0.0,99.0,0.0,Cambodia,ASIA(EX.NEAREAST),13881427,181040,76.7,0.24,0.0,71.48,1900.0,69.4,2.6,20.96,0.61,78.43,2.0,26.9,9.06,0.35,0.3,0.35
71,0.0,34.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,0.0,0.0,108.0,0.0,Kiribati,OCEANIA,105432,811,130.0,140.94,0.0,48.52,800.0,82.0,42.7,2.74,50.68,46.58,2.0,30.65,8.26,0.089,0.242,0.668
72,0.375,50.375,0.0,0.0,0.0,0.125,1.0,2.375,2.125,0.0,0.0,131.32875,0.125,Kuwait,NEAREAST,2418393,17820,135.7,2.8,14.18,9.95,19000.0,83.5,211.0,0.73,0.11,99.16,1.0,21.94,2.41,0.004,0.479,0.516
73,0.0,2.5,0.0,0.0,0.0,0.0,0.0,2.5,2.0,0.0,0.0,181.66500000000002,0.0,Laos,ASIA(EX.NEAREAST),6368481,236800,26.9,0.0,0.0,85.22,1700.0,66.4,14.1,3.8,0.35,95.85,2.0,35.49,11.55,0.455,0.287,0.258
74,0.2903225806451613,47.16129032258065,0.03225806451612903,0.0,0.0,0.3870967741935484,0.7096774193548387,2.0,1.7741935483870968,0.0967741935483871,0.0,132.2874193548387,0.0,Lebanon,NEAREAST,3874050,10400,372.5,2.16,0.0,24.52,4800.0,87.4,255.6,16.62,13.98,69.4,,18.52,6.21,0.12,0.21,0.67
75,0.0,49.625,0.0,0.0,0.0,0.5,0.75,1.25,1.125,0.125,0.0,92.75,0.0,Libya,NORTHERNAFRICA,5900754,1759540,3.4,0.1,0.0,24.6,6400.0,82.6,127.1,1.03,0.19,98.78,,26.49,3.48,0.076,0.499,0.425
76,0.3333333333333333,20.0,0.0,0.0,0.0,0.0,0.6666666666666666,2.3333333333333335,2.0,0.0,0.0,102.26666666666667,0.0,Liechtenstein,WESTERNEUROPE,33987,160,212.4,0.0,4.85,4.7,25000.0,100.0,585.5,25.0,0.0,75.0,4.0,10.21,7.18,0.06,0.39,0.55
77,0.08641975308641975,94.93827160493827,0.0,0.0,0.0,0.25925925925925924,1.2222222222222223,3.45679012345679,1.8641975308641976,0.08641975308641975,0.0,100.27345679012345,0.12345679012345678,Lithuania,BALTICS,3585906,65200,55.0,0.14,-0.71,6.89,11400.0,99.6,223.4,45.22,0.91,53.87,,8.75,10.98,0.055,0.325,0.62
78,0.3797909407665505,97.70731707317073,0.013937282229965157,0.0,0.0627177700348432,0.1951219512195122,1.1254355400696865,2.602787456445993,1.9337979094076656,0.2229965156794425,0.003484320557491289,132.39337979094077,0.08013937282229965,Luxembourg,WESTERNEUROPE,474413,2586,183.5,0.0,8.97,4.81,55100.0,100.0,515.4,23.28,0.4,76.32,,11.94,8.41,0.01,0.13,0.86
79,0.16363636363636364,93.2,0.0,0.0,0.0,0.21818181818181817,1.2,3.327272727272727,1.9090909090909092,0.12727272727272726,0.0,96.00254545454546,0.09090909090909091,Latvia,BALTICS,2274735,64589,35.2,0.82,-2.23,9.55,10200.0,99.8,321.4,29.67,0.47,69.86,3.0,9.24,13.66,0.04,0.261,0.699
80,0.9375,64.5,0.0,0.0,0.0,0.3125,1.375,1.875,1.6875,0.0,0.0,101.17375,0.0,Macau,ASIA(EX.NEAREAST),453125,28,16183.0,146.43,4.86,4.39,19400.0,94.5,384.9,0.0,0.0,100.0,2.0,8.48,4.47,0.001,0.072,0.927
81,0.42084942084942084,52.034749034749034,0.007722007722007722,0.0,0.0,0.3166023166023166,1.135135135135135,2.8725868725868726,1.8416988416988418,0.3474903474903475,0.02702702702702703,134.39552123552124,0.08108108108108109,Morocco,NORTHERNAFRICA,33241259,446550,74.4,0.41,-0.98,41.62,4000.0,51.7,40.4,19.61,2.17,78.22,,21.98,5.58,0.217,0.357,0.426
82,0.25,36.25,0.0,0.0,0.0,0.0,0.5,2.25,2.0,0.0,0.0,85.74,0.0,Monaco,WESTERNEUROPE,32543,2,16271.5,205.0,7.75,5.43,27000.0,99.0,1035.6,0.0,0.0,100.0,,9.19,12.91,0.17,,0.56
83,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,44.0,0.0,Madagascar,SUB-SAHARANAFRICA,18595469,587040,31.7,0.82,0.0,76.83,800.0,68.9,3.6,5.07,1.03,93.91,2.0,41.41,11.11,0.276,0.165,0.559
84,0.75,73.75,0.0,0.0,0.0,0.3333333333333333,1.25,2.6666666666666665,1.8333333333333333,0.3333333333333333,0.0,124.11666666666667,0.0,Maldives,ASIA(EX.NEAREAST),359008,300,1196.7,214.67,0.0,56.52,3900.0,97.2,90.0,13.33,16.67,70.0,2.0,34.81,7.06,0.2,0.18,0.62
85,0.11764705882352941,47.90588235294118,0.0,0.0,0.0,0.27058823529411763,0.788235294117647,1.776470588235294,1.7647058823529411,0.11764705882352941,0.0,115.9189411764706,0.011764705882352941,Mexico,LATINAMER.&CARIB,107449525,1972550,54.5,0.47,-4.87,20.91,9000.0,92.2,181.6,12.99,1.31,85.7,1.5,20.69,4.74,0.038,0.259,0.702
86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,89.0,0.0,Mali,SUB-SAHARANAFRICA,11716829,1240000,9.5,0.0,-0.33,116.79,900.0,46.4,6.4,3.82,0.03,96.15,2.0,49.82,16.89,0.45,0.17,0.38
87,0.2777777777777778,102.77777777777777,0.0,0.0,0.0,0.16666666666666666,1.0,2.5555555555555554,1.7777777777777777,0.05555555555555555,0.0,102.79055555555556,0.1111111111111111,Malta,WESTERNEUROPE,400214,316,1266.5,62.28,2.07,3.89,17700.0,92.8,505.0,28.13,3.13,68.74,,10.22,8.1,0.03,0.23,0.74
88,0.2835820895522388,94.77611940298507,0.014925373134328358,0.0,0.0,0.6268656716417911,1.2238805970149254,2.8507462686567164,1.8059701492537314,0.05970149253731343,0.0,112.18656716417911,0.014925373134328358,Mozambique,SUB-SAHARANAFRICA,19686505,801590,24.6,0.31,0.0,130.79,1200.0,47.8,3.5,5.1,0.3,94.6,2.0,35.18,21.35,0.262,0.348,0.39
89,0.0,148.0,0.0,0.0,0.0,0.0,2.0,4.0,2.0,0.0,0.0,97.65,0.0,Mauritania,SUB-SAHARANAFRICA,3177388,1030700,3.1,0.07,0.0,70.89,1800.0,41.7,12.9,0.48,0.01,99.51,1.0,40.99,12.16,0.25,0.29,0.46
90,0.14285714285714285,43.0,0.0,0.0,0.0,0.14285714285714285,0.42857142857142855,2.857142857142857,1.7142857142857142,0.14285714285714285,0.0,96.22428571428573,0.0,Mauritius,SUB-SAHARANAFRICA,1240827,2040,608.3,8.68,-0.9,15.03,11400.0,85.6,289.3,49.26,2.96,47.78,2.0,15.43,6.86,0.059,0.298,0.643
91,0.0,1.0,0.0,0.0,0.0,0.0,0.5,1.0,2.0,0.0,0.0,83.0,1.0,Malawi,SUB-SAHARANAFRICA,13013926,118480,109.8,0.0,0.0,103.32,600.0,62.7,7.9,23.38,1.49,75.13,2.0,43.13,19.33,0.342,0.158,0.499
92,0.10714285714285714,76.32142857142857,0.0,0.0,0.0,0.75,0.9285714285714286,2.142857142857143,1.8571428571428572,0.17857142857142858,0.0,83.49571428571429,0.0,Malaysia,ASIA(EX.NEAREAST),24385858,329750,74.0,1.42,0.0,17.7,9000.0,88.7,179.0,5.48,17.61,76.91,2.0,22.86,5.05,0.084,0.48,0.436
93,1.0,208.0,0.0,0.0,0.0,0.0,2.0,1.5,2.0,1.0,0.0,177.75,0.0,Mayotte,SUB-SAHARANAFRICA,201234,374,538.1,49.52,6.78,62.4,2600.0,82.0,49.7,,,,2.0,40.95,7.7,,,0.56
94,0.0,44.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,121.61,0.0,Namibia,SUB-SAHARANAFRICA,2044147,825418,2.5,0.19,0.0,48.98,7200.0,84.0,62.6,0.99,0.0,99.01,1.0,24.32,18.86,0.097,0.315,0.588
95,0.6176470588235294,30.441176470588236,0.029411764705882353,0.0,0.0,0.17647058823529413,1.2352941176470589,3.2058823529411766,1.7058823529411764,0.2647058823529412,0.08823529411764706,115.12617647058823,0.0,Nigeria,SUB-SAHARANAFRICA,131859731,923768,142.7,0.09,0.26,98.8,900.0,68.0,9.3,31.29,2.96,65.75,1.5,40.43,16.94,0.269,0.487,0.244
96,1.0,21.0,0.0,0.0,0.0,2.0,0.0,3.0,2.0,1.0,0.0,139.0,0.0,Nicaragua,LATINAMER.&CARIB,5570129,129494,43.0,0.7,-1.22,29.11,2300.0,67.5,39.7,15.94,1.94,82.12,2.0,24.51,4.45,0.165,0.275,0.56
97,0.18393536121673004,80.57699619771863,0.009505703422053232,0.0,0.013307984790874524,0.2889733840304182,1.0104562737642586,2.668250950570342,1.8740494296577948,0.13307984790874525,0.004752851711026616,108.08548003802282,0.08602661596958175,Netherlands,WESTERNEUROPE,16491461,41526,397.1,1.09,2.91,5.04,28600.0,99.0,460.8,26.71,0.97,72.32,3.0,10.9,8.68,0.021,0.244,0.736
98,0.2981878088962109,122.74135090609555,0.0032948929159802307,0.0,0.0032948929159802307,0.34925864909390447,1.0955518945634266,3.238879736408567,1.9538714991762767,0.22075782537067545,0.004942339373970346,121.63301482701813,0.02471169686985173,Norway,WESTERNEUROPE,4610820,323802,14.2,7.77,1.74,3.7,37800.0,100.0,461.7,2.87,0.0,97.13,3.0,11.46,9.4,0.021,0.415,0.564
99,0.0,3.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,0.0,0.0,85.0,0.0,Nepal,ASIA(EX.NEAREAST),28287147,147181,192.2,0.0,0.0,66.98,1400.0,45.2,15.9,21.68,0.64,77.68,,30.98,9.31,0.38,0.21,0.41
100,0.2222222222222222,78.33333333333333,0.0,0.0,0.0,0.2222222222222222,1.5,3.0555555555555554,1.8333333333333333,0.4444444444444444,0.0,99.22666666666666,0.16666666666666666,Oman,NEAREAST,3102229,212460,14.6,0.98,0.28,19.51,13100.0,75.8,85.5,0.0,0.14,99.74,1.0,36.24,3.81,0.027,0.39,0.583
101,0.6428571428571429,41.785714285714285,0.0,0.0,0.0,0.07142857142857142,1.2857142857142858,3.357142857142857,1.7857142857142858,0.2857142857142857,0.0,129.82785714285714,0.07142857142857142,Pakistan,ASIA(EX.NEAREAST),165803560,803940,206.2,0.13,-2.77,72.44,2100.0,45.7,31.8,27.87,0.87,71.26,1.0,29.74,8.23,0.216,0.251,0.533
102,0.0,58.22222222222222,0.0,0.0,0.0,0.4444444444444444,1.4444444444444444,2.6666666666666665,2.111111111111111,0.0,0.0,110.16111111111111,0.0,Panama,LATINAMER.&CARIB,3191319,78200,40.8,3.18,-0.91,20.47,6300.0,92.6,137.9,7.36,1.98,90.66,2.0,21.74,5.36,0.068,0.156,0.776
103,0.20689655172413793,26.724137931034484,0.034482758620689655,0.3793103448275862,0.13793103448275862,0.3448275862068966,0.5862068965517241,2.206896551724138,1.7241379310344827,0.034482758620689655,0.0,121.77620689655173,0.034482758620689655,Peru,LATINAMER.&CARIB,28302603,1285220,22.0,0.19,-1.05,31.94,5100.0,90.9,79.5,2.89,0.4,96.71,1.5,20.48,6.23,0.08,0.27,0.65
104,0.625,58.05,0.0,0.0,0.0,0.575,0.65,2.1,2.125,0.05,0.0,154.35575,0.05,Philippines,ASIA(EX.NEAREAST),89468677,300000,298.2,12.1,-1.5,23.51,4600.0,92.6,38.4,18.95,16.77,64.28,2.0,24.89,5.41,0.144,0.326,0.53
105,0.0,169.0,0.0,0.0,0.0,0.0,2.0,5.0,2.0,0.0,0.0,136.29,0.0,Palau,OCEANIA,20579,458,44.9,331.66,2.85,14.84,9000.0,92.0,325.6,8.7,4.35,86.95,2.0,18.03,6.8,0.062,0.12,0.818
106,0.23394994559303592,90.7442872687704,0.00544069640914037,0.011969532100108813,0.03482045701849837,0.29053318824809576,1.1556039173014145,2.9162132752992385,1.9151251360174102,0.20348204570184983,0.011969532100108813,107.09914036996736,0.06746463547334058,Poland,EASTERNEUROPE,38536869,312685,123.3,0.16,-0.49,8.51,11100.0,99.8,306.3,45.91,1.12,52.97,3.0,9.85,9.89,0.05,0.311,0.64
107,0.5663511010495987,115.56947931673184,0.06688619057419222,0.18950401317143445,0.30214035809837414,0.16982918295945668,0.7389997941963367,2.1762914179872404,1.7726075324140769,0.07137858642407278,0.008993620086437538,92.04148322700144,0.06379913562461412,Portugal,WESTERNEUROPE,10605870,92391,114.8,1.94,3.57,5.05,18000.0,93.3,399.2,21.75,7.81,70.44,3.0,10.72,10.5,0.053,0.274,0.673
108,0.0,35.5,0.0,0.0,0.0,0.0,0.75,0.75,2.0,0.0,0.0,112.6,0.0,Paraguay,LATINAMER.&CARIB,6506464,406750,16.0,0.0,-0.08,25.63,4700.0,94.0,49.2,7.6,0.23,92.17,2.0,29.1,4.49,0.224,0.207,0.569
109,0.7333333333333333,62.333333333333336,0.0,0.0,0.0,0.13333333333333333,1.1333333333333333,2.7333333333333334,2.1333333333333333,0.2,0.0,144.60466666666667,0.0,Qatar,NEAREAST,885359,11437,77.4,4.92,16.29,18.61,21500.0,82.5,232.0,1.64,0.27,98.09,1.0,15.56,4.72,0.002,0.801,0.197
110,0.268,108.154,0.0,0.0,0.0,0.262,1.15,3.38,1.918,0.178,0.02,115.03272,0.062,Romania,EASTERNEUROPE,22303552,237500,93.9,0.09,-0.13,26.43,7000.0,98.4,196.9,40.82,2.25,56.93,3.0,10.7,11.77,0.101,0.35,0.549
111,0.37816455696202533,80.22310126582279,0.004746835443037975,0.0,0.0,0.2626582278481013,1.0664556962025316,2.8259493670886076,1.8718354430379747,0.18670886075949367,0.0031645569620253164,118.7004746835443,0.05379746835443038,Russia,C.W.OFIND.STATES,142893540,17075200,8.4,0.22,1.02,15.39,8900.0,99.6,280.6,7.33,0.11,92.56,,9.95,14.65,0.054,0.371,0.575
112,0.0,102.0,0.0,0.0,0.0,0.0,2.0,4.5,1.5,0.0,0.0,83.265,0.0,Rwanda,SUB-SAHARANAFRICA,8648248,26338,328.4,0.0,0.0,91.23,1300.0,70.4,2.7,40.54,12.16,47.3,3.0,40.37,16.09,0.401,0.229,0.37
113,0.0,6.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,0.0,0.0,99.0,0.0,Sudan,SUB-SAHARANAFRICA,41236378,2505810,16.5,0.03,-0.02,62.5,1900.0,61.1,16.3,6.83,0.18,92.99,2.0,34.53,8.97,0.387,0.203,0.41
114,0.7272727272727273,55.72727272727273,0.0,0.0,0.0,0.2727272727272727,2.727272727272727,6.090909090909091,1.7272727272727273,0.36363636363636365,0.0,126.06181818181818,0.0,Senegal,SUB-SAHARANAFRICA,11987121,196190,61.1,0.27,0.2,55.51,1600.0,40.2,22.2,12.78,0.21,87.01,2.0,32.78,9.42,0.172,0.209,0.619
115,0.41025641025641024,89.56410256410257,0.0,0.0,0.02564102564102564,0.3076923076923077,0.717948717948718,1.7692307692307692,1.8974358974358974,0.02564102564102564,0.0,97.97102564102563,0.0,Singapore,ASIA(EX.NEAREAST),4492150,693,6482.2,27.85,11.53,2.29,23700.0,92.5,411.4,1.64,0.0,98.36,2.0,9.34,4.28,0.0,0.339,0.661
116,0.0297029702970297,142.26732673267327,0.0,0.0,0.0,0.31683168316831684,0.3069306930693069,2.4752475247524752,1.3663366336633664,0.0297029702970297,0.0,99.430099009901,0.0297029702970297,Serbia,EASTERNEUROPE,9396411,88361,106.3,0.0,-1.33,12.89,2200.0,93.0,285.8,33.35,3.2,63.45,,,,0.166,0.255,0.579
117,0.0,54.2,0.0,0.0,0.0,0.2,1.4,2.6,2.0,0.4,0.0,93.0,0.2,Suriname,LATINAMER.&CARIB,439117,163270,2.7,0.24,-8.81,23.57,4000.0,93.0,184.7,0.37,0.06,99.57,2.0,18.02,7.27,0.13,0.22,0.65
118,0.36923076923076925,137.3230769230769,0.0,0.0,0.0,0.12307692307692308,1.0461538461538462,2.6153846153846154,1.8615384615384616,0.13846153846153847,0.015384615384615385,107.37415384615385,0.07692307692307693,Slovakia,EASTERNEUROPE,5439448,48845,111.4,0.0,0.3,7.41,13300.0,82.0,220.1,30.16,2.62,67.22,3.0,10.65,9.45,0.035,0.294,0.672
119,0.2631578947368421,64.0,0.03508771929824561,0.0,0.05263157894736842,0.2807017543859649,0.9122807017543859,2.175438596491228,1.6140350877192982,0.2982456140350877,0.0,116.42315789473685,0.07017543859649122,Slovenia,EASTERNEUROPE,2010347,20273,99.2,0.23,1.12,4.45,19000.0,99.7,406.1,8.6,1.49,89.91,,8.98,10.31,0.028,0.369,0.603
120,0.2216796875,106.4033203125,0.009765625,0.00390625,0.0107421875,0.2763671875,1.1376953125,2.8017578125,1.8359375,0.166015625,0.005859375,112.897001953125,0.0595703125,Sweden,WESTERNEUROPE,9016596,449964,20.0,0.72,1.67,2.77,26800.0,99.0,715.0,6.54,0.01,93.45,3.0,10.27,10.31,0.011,0.282,0.707
121,0.5,74.0,0.0,0.0,0.0,0.0,0.5,1.5,1.5,0.0,0.0,132.125,0.0,Seychelles,SUB-SAHARANAFRICA,81541,455,179.2,107.91,-5.69,15.53,7800.0,58.0,262.4,2.22,13.33,84.45,2.0,16.03,6.29,0.032,0.304,0.665
122,0.0,9.333333333333334,0.0,0.0,0.0,1.0,1.0,1.6666666666666667,1.6666666666666667,0.0,0.0,98.33333333333333,0.0,Syria,NEAREAST,18881361,185180,102.0,0.1,0.0,29.53,3300.0,76.9,153.8,25.22,4.43,70.35,1.0,27.76,4.81,0.249,0.23,0.519
123,0.0,62.0,0.0,0.0,0.0,0.0,2.5,5.5,2.0,0.0,0.0,105.75,0.0,Togo,SUB-SAHARANAFRICA,5548702,56785,97.7,0.1,0.0,66.61,1500.0,60.9,10.6,46.15,2.21,51.64,2.0,37.01,9.83,0.395,0.204,0.401
124,0.3050847457627119,55.49152542372882,0.0,0.0,0.0,0.1864406779661017,0.4576271186440678,1.6440677966101696,1.9661016949152543,0.2033898305084746,0.0,117.54254237288136,0.03389830508474576,Thailand,ASIA(EX.NEAREAST),64631595,514000,125.7,0.63,0.0,20.48,7400.0,92.6,108.9,29.36,6.46,64.18,2.0,13.87,7.04,0.099,0.441,0.46
125,0.8888888888888888,44.0,0.0,0.0,0.0,0.2222222222222222,0.2222222222222222,2.7777777777777777,2.0,0.0,0.0,137.23333333333332,0.0,Tajikistan,C.W.OFIND.STATES,7320815,143100,51.2,0.0,-2.86,110.76,1000.0,99.4,33.5,6.61,0.92,92.47,2.0,32.65,8.25,0.234,0.286,0.48
126,0.48717948717948717,44.07692307692308,0.02564102564102564,0.0,0.0,0.20512820512820512,1.0,2.871794871794872,1.8974358974358974,0.20512820512820512,0.0,106.40923076923077,0.02564102564102564,Tunisia,NORTHERNAFRICA,10175014,163610,62.2,0.7,-0.57,24.77,6900.0,74.2,123.6,17.86,13.74,68.4,3.0,15.52,5.13,0.132,0.318,0.55
127,0.27450980392156865,76.37254901960785,0.0,0.0,0.0,0.23529411764705882,1.1372549019607843,1.7450980392156863,1.9215686274509804,0.0392156862745098,0.0,126.37627450980392,0.0196078431372549,Taiwan,ASIA(EX.NEAREAST),23036087,35980,640.3,4.35,0.0,6.4,23400.0,96.1,591.0,24.0,1.0,75.0,2.0,12.56,6.48,0.018,0.259,0.723
128,0.6,26.2,0.0,0.0,0.0,0.2,1.2,1.4,1.4,0.6,0.0,90.9,0.0,Tanzania,SUB-SAHARANAFRICA,37445392,945087,39.6,0.15,-2.06,98.54,600.0,78.2,4.0,4.52,1.08,94.4,,37.71,16.39,0.432,0.172,0.396
129,0.0,18.5,0.0,0.0,0.0,0.0,1.0,1.0,1.5,0.0,0.0,84.5,0.0,Uganda,SUB-SAHARANAFRICA,28195754,236040,119.5,0.0,0.0,67.83,1400.0,69.9,3.6,25.88,10.65,63.47,2.0,47.35,12.24,0.311,0.222,0.469
130,0.29411764705882354,72.69117647058823,0.0,0.0,0.014705882352941176,0.35294117647058826,1.0294117647058822,2.573529411764706,1.8529411764705883,0.11764705882352941,0.0,93.23926470588236,0.029411764705882353,Ukraine,C.W.OFIND.STATES,46710816,603700,77.4,0.46,-0.39,20.34,5400.0,99.7,259.9,56.21,1.61,42.18,3.0,8.82,14.39,0.187,0.452,0.361
131,0.28125,100.15625,0.0,0.0,0.0,0.21875,0.75,2.28125,2.09375,0.125,0.0,130.9121875,0.15625,Uruguay,LATINAMER.&CARIB,3431932,176220,19.5,0.37,-0.32,11.95,12800.0,98.0,291.4,7.43,0.23,92.34,3.0,13.91,9.05,0.093,0.311,0.596
132,0.5,14.75,0.0,0.0,0.0,0.0,1.0,2.25,1.5,0.0,0.0,96.9925,0.0,Uzbekistan,C.W.OFIND.STATES,27307134,447400,61.0,0.0,-1.72,71.1,1700.0,99.3,62.9,10.83,0.83,88.34,1.0,26.36,7.84,0.342,0.229,0.43
133,0.46153846153846156,54.76923076923077,0.0,0.0,0.0,0.038461538461538464,0.8461538461538461,2.576923076923077,1.9230769230769231,0.11538461538461539,0.038461538461538464,106.70807692307692,0.038461538461538464,Venezuela,LATINAMER.&CARIB,25730435,912050,28.2,0.31,-0.04,22.2,4800.0,93.4,140.1,2.95,0.92,96.13,2.0,18.71,4.92,0.04,0.419,0.541
134,0.25,84.125,0.0,0.0,0.0,0.125,0.625,2.0,2.125,0.0,0.0,123.2675,0.0,Vietnam,ASIA(EX.NEAREAST),84402966,329560,256.1,1.05,-0.45,25.95,2500.0,90.3,187.7,19.97,5.95,74.08,2.0,16.86,6.22,0.209,0.41,0.381
135,0.5,68.5,0.0,0.0,0.0,0.0,1.5,2.5,2.0,1.0,0.0,101.88499999999999,0.0,Zambia,SUB-SAHARANAFRICA,11502010,752614,15.3,0.0,0.0,88.29,800.0,80.6,8.2,7.08,0.03,92.9,2.0,41.0,19.93,0.22,0.29,0.489
136,0.5,83.0,0.0,0.0,0.0,1.0,0.25,2.25,2.0,0.0,0.0,85.3075,0.0,Zimbabwe,SUB-SAHARANAFRICA,12236805,390580,31.3,0.0,0.0,67.69,1900.0,90.7,26.8,8.32,0.34,91.34,2.0,28.01,21.84,0.179,0.243,0.579
